Deutsch;Englisch;
Ausland;International;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausland, im Ausland;"Foreign Countries;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausländische Elektroindustrie;International Electrical Industry;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausländische Steuern;Foreign Taxation;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausländische Werke/Fertigungen;Plants/Factories outside Germany;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auslandsfertigungen;International Manufacturing Operations;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auslastungsgrad;percentage utilization;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auslastungsgrenze;power utilization limit;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausprägung;characteristic;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausreißerprozentsatz;outlier percentage;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
aussagekräftig;meaningful;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Aussagen;statement;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausscheibungsunterlage;tendering document;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausschreibung;call for tender;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausschreibungsdatum;bid invitation date;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausschuß;committee;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Außenbeziehungen;External Relations;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Außendienst;field sales;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Außendienstorganisation;field organization;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Außenhandel;foreign trade;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Außertariflicher Mitarbeiter;"Assistant Manager (mit Funktionszusatz;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausstattung;equipment level;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausstellungen;Exhibitions;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausstiegspunkt;opt-out clause;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auswahl von Templates;portability;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auswählen / Festlegen einer Prototyp-Entwicklungsumgebung;selection, co-ordination and control of outsourcing;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auswählen und Festlegen des vertraglichen Rahmens;selecting / defining a prototyping development environment;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Ausweicharbeitsplatz;alternative work center;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Auswertung;Analysis;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Autoelektronik;Automotive Electronics;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Autom. für Werkzeugmasch.;Automation for machine tools;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
automatischer Rückruf;automatic call booking;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Automatisierung;automation;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Automatisierungsrechner;Automation computers;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Automatisierungssysteme;Automation Systems;0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Automatisierungstechnik (Bereich);Automation (Group);0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
Automobiltechnik (Bereich);Automotive Systems (Group);0;0;1;Sat Feb 07 20:00:16 CET 2015;Sat Feb 07 20:00:16 CET 2015;
